programme_title,mod_code,comp,stud_no
MEnvSci Enviro Geochem with Placement,ACE8099,Yes,0
MEnvSci Enviro Geochem with Placement,CEG8112,Yes,0
MEnvSci Enviro Geochem with Placement,CEG8604,Yes,0
MEnvSci Enviro Geochem with Placement,CEG8605,Yes,0
MEnvSci Enviro Geochem with Placement,CEG8606,Yes,0
MEnvSci Enviro Geochem with Placement,CEG8608,Yes,0
MEnvSci Enviro Geochem with Placement,NES8006,Yes,0
MRes Biotechnology and Biodesign FT,BIO8041,No,0
MRes Biotechnology and Biodesign FT,BIO8043,Yes,0
MRes Biotechnology and Biodesign FT,BIO8044,Yes,0
MRes Biotechnology and Biodesign FT,BIO8046,No,0
MRes Biotechnology and Biodesign FT,BIO8198,Yes,0
MRes Biotechnology and Biodesign FT,CME8020,No,0
MRes Biotechnology and Biodesign FT,SPG8500,Yes,0
MRes Marine Ecosystems & Governance (FT),BIO8072,Yes,0
MRes Marine Ecosystems & Governance (FT),MST8011,Yes,0
MRes Marine Ecosystems & Governance (FT),MST8025,Yes,0
MRes Marine Ecosystems & Governance (FT),NES8010,Yes,0
MRes Marine Ecosystems & Governance (PT),BIO8072,No,0
MRes Marine Ecosystems & Governance (PT),MST8011,No,0
MRes Marine Ecosystems & Governance (PT),MST8025,No,0
MRes Marine Ecosystems & Governance (PT),NES8010,No,0
MRes Marine Ecosystems & Governance (PT),BIO8072,No,0
MRes Marine Ecosystems & Governance (PT),MST8011,No,0
MRes Marine Ecosystems & Governance (PT),MST8025,No,0
MRes Marine Ecosystems & Governance (PT),NES8010,No,0
MRes Sustain Agric & Food Security 2 YR,ACE8116,No,0
MRes Sustain Agric & Food Security 2 YR,NES8006,No,0
MRes Sustain Agric & Food Security 2 YR,NES8007,No,0
MRes Sustain Agric & Food Security 2 YR,NES8006,No,0
MRes Sustain Agric & Food Security 2 YR,NES8007,No,0
MRes Sustainable Agric & Food Sec (FT),ACE8116,No,0
MRes Sustainable Agric & Food Sec (FT),NES8006,Yes,0
MRes Sustainable Agric & Food Sec (FT),NES8007,No,0
MSc Agricultural & Envt'l Science (FT),ACE8016,No,0
MSc Agricultural & Envt'l Science (FT),ACE8041,No,0
MSc Agricultural & Envt'l Science (FT),ACE8116,Yes,0
MSc Agricultural & Envt'l Science (FT),BIO8066,No,0
MSc Agricultural & Envt'l Science (FT),BIO8069,No,4
MSc Agricultural & Envt'l Science (FT),NES8002,Yes,0
MSc Agricultural & Envt'l Science (FT),NES8006,Yes,0
MSc Agricultural & Envt'l Science (FT),NES8007,Yes,0
MSc Agricultural & Envt'l Science (PT),ACE8016,No,0
MSc Agricultural & Envt'l Science (PT),ACE8041,No,0
MSc Agricultural & Envt'l Science (PT),ACE8116,No,0
MSc Agricultural & Envt'l Science (PT),BIO8066,No,0
MSc Agricultural & Envt'l Science (PT),BIO8069,No,4
MSc Agricultural & Envt'l Science (PT),NES8002,No,0
MSc Agricultural & Envt'l Science (PT),NES8006,No,0
MSc Agricultural & Envt'l Science (PT),NES8007,No,0
MSc Agricultural & Envt'l Science (PT),ACE8016,No,0
MSc Agricultural & Envt'l Science (PT),ACE8041,No,0
MSc Agricultural & Envt'l Science (PT),ACE8116,No,0
MSc Agricultural & Envt'l Science (PT),BIO8066,No,0
MSc Agricultural & Envt'l Science (PT),BIO8069,No,4
MSc Agricultural & Envt'l Science (PT),NES8002,No,0
MSc Agricultural & Envt'l Science (PT),NES8006,No,0
MSc Agricultural & Envt'l Science (PT),NES8007,No,0
MSc Biodiiv Cons & Ecosystem Mang (FT),ACE8016,Yes,0
MSc Biodiiv Cons & Ecosystem Mang (FT),ACE8041,Yes,0
MSc Biodiiv Cons & Ecosystem Mang (FT),ACE8116,Yes,0
MSc Biodiiv Cons & Ecosystem Mang (FT),BIO8066,Yes,0
MSc Biodiiv Cons & Ecosystem Mang (FT),BIO8069,Yes,4
MSc Biodiiv Cons & Ecosystem Mang (FT),NES8002,Yes,0
MSc Biodiiv Cons & Ecosystem Mang (FT),NES8006,Yes,0
MSc Biodiiv Cons & Ecosystem Mang (FT),NES8007,Yes,0
MSc Biodiv Conser & Ecosyst Manag (PT),ACE8016,No,0
MSc Biodiv Conser & Ecosyst Manag (PT),ACE8041,No,0
MSc Biodiv Conser & Ecosyst Manag (PT),ACE8116,No,0
MSc Biodiv Conser & Ecosyst Manag (PT),BIO8066,No,0
MSc Biodiv Conser & Ecosyst Manag (PT),BIO8069,No,4
MSc Biodiv Conser & Ecosyst Manag (PT),NES8002,No,0
MSc Biodiv Conser & Ecosyst Manag (PT),NES8006,No,0
MSc Biodiv Conser & Ecosyst Manag (PT),NES8007,No,0
MSc Biodiv Conser & Ecosyst Manag (PT),ACE8016,No,0
MSc Biodiv Conser & Ecosyst Manag (PT),ACE8041,No,0
MSc Biodiv Conser & Ecosyst Manag (PT),ACE8116,No,0
MSc Biodiv Conser & Ecosyst Manag (PT),BIO8066,No,0
MSc Biodiv Conser & Ecosyst Manag (PT),BIO8069,No,4
MSc Biodiv Conser & Ecosyst Manag (PT),NES8002,No,0
MSc Biodiv Conser & Ecosyst Manag (PT),NES8006,No,0
MSc Biodiv Conser & Ecosyst Manag (PT),NES8007,No,0
MSc Chemistry,BIO8046,No,0
MSc Chemistry,CEG8640,No,0
MSc Chemistry,CEG8642,No,0
MSc Chemistry,CHY8423,No,0
MSc Chemistry,CHY8424,No,0
MSc Chemistry,CHY8425,No,0
MSc Chemistry,CHY8428,No,0
MSc Chemistry,CHY8812,Yes,0
MSc Chemistry,CHY8825,No,0
MSc Chemistry,CHY8834,No,0
MSc Chemistry,CHY8835,No,0
MSc Chemistry,CHY8836,Yes,0
MSc Chemistry,CHY8840,Yes,0
MSc Chemistry,CHY8841,Yes,0
MSc Chemistry,NES8002,Yes,0
MSc Chemistry,SPG8007,No,0
MSc Conservation and Ecosystem Mangt FT,ACE8016,Yes,0
MSc Conservation and Ecosystem Mangt FT,ACE8041,Yes,0
MSc Conservation and Ecosystem Mangt FT,ACE8116,Yes,0
MSc Conservation and Ecosystem Mangt FT,BIO8006,Yes,0
MSc Conservation and Ecosystem Mangt FT,BIO8064,No,0
MSc Conservation and Ecosystem Mangt FT,BIO8066,Yes,0
MSc Conservation and Ecosystem Mangt FT,BIO8069,Yes,4
MSc Conservation and Ecosystem Mangt FT,NES8002,Yes,0
MSc Conservation and Ecosystem Mangt FT,NES8006,Yes,0
MSc Conservation and Ecosystem Mangt FT,NES8007,No,0
MSc Conservation and Ecosystem Mangt FT,SPG8013,Yes,0
MSc Conservation and Ecosystem Mangt PT,ACE8016,No,0
MSc Conservation and Ecosystem Mangt PT,ACE8041,No,0
MSc Conservation and Ecosystem Mangt PT,ACE8116,No,0
MSc Conservation and Ecosystem Mangt PT,BIO8006,No,0
MSc Conservation and Ecosystem Mangt PT,BIO8064,No,0
MSc Conservation and Ecosystem Mangt PT,BIO8066,No,0
MSc Conservation and Ecosystem Mangt PT,BIO8069,No,4
MSc Conservation and Ecosystem Mangt PT,NES8002,No,0
MSc Conservation and Ecosystem Mangt PT,NES8006,No,0
MSc Conservation and Ecosystem Mangt PT,NES8007,No,0
MSc Conservation and Ecosystem Mangt PT,ACE8016,No,0
MSc Conservation and Ecosystem Mangt PT,ACE8041,No,0
MSc Conservation and Ecosystem Mangt PT,ACE8116,No,0
MSc Conservation and Ecosystem Mangt PT,BIO8006,No,0
MSc Conservation and Ecosystem Mangt PT,BIO8064,No,0
MSc Conservation and Ecosystem Mangt PT,BIO8066,No,0
MSc Conservation and Ecosystem Mangt PT,BIO8069,No,4
MSc Conservation and Ecosystem Mangt PT,NES8002,No,0
MSc Conservation and Ecosystem Mangt PT,NES8006,No,0
MSc Conservation and Ecosystem Mangt PT,NES8007,No,0
MSc Drug Chemistry (FT),BIO8041,No,0
MSc Drug Chemistry (FT),BIO8046,No,0
MSc Drug Chemistry (FT),CHY8812,Yes,0
MSc Drug Chemistry (FT),CHY8821,Yes,0
MSc Drug Chemistry (FT),CHY8822,Yes,0
MSc Drug Chemistry (FT),CHY8823,Yes,0
MSc Drug Chemistry (FT),CHY8825,Yes,0
MSc Drug Chemistry (FT),CHY8830,No,0
MSc Drug Chemistry (FT),CHY8834,No,0
MSc Drug Chemistry (FT),CHY8835,No,0
MSc Drug Chemistry (FT),CHY8836,No,0
MSc Drug Chemistry (FT),CHY8838,No,0
MSc Drug Chemistry (FT),NES8002,Yes,0
MSc Drug Chemistry (PT),BIO8041,No,0
MSc Drug Chemistry (PT),BIO8046,No,0
MSc Drug Chemistry (PT),CHY8812,No,0
MSc Drug Chemistry (PT),CHY8821,No,0
MSc Drug Chemistry (PT),CHY8822,No,0
MSc Drug Chemistry (PT),CHY8823,No,0
MSc Drug Chemistry (PT),CHY8825,No,0
MSc Drug Chemistry (PT),CHY8830,No,0
MSc Drug Chemistry (PT),CHY8834,No,0
MSc Drug Chemistry (PT),CHY8835,No,0
MSc Drug Chemistry (PT),CHY8836,No,0
MSc Drug Chemistry (PT),CHY8838,No,0
MSc Drug Chemistry (PT),NES8002,No,0
MSc Drug Chemistry (PT),CHY8812,No,0
MSc Drug Chemistry (PT),CHY8821,No,0
MSc Drug Chemistry (PT),CHY8822,No,0
MSc Drug Chemistry (PT),CHY8823,No,0
MSc Drug Chemistry (PT),CHY8825,No,0
MSc Drug Chemistry (PT),CHY8830,No,0
MSc Drug Chemistry (PT),NES8002,No,0
MSc Ecological Consultancy,ACE8016,No,0
MSc Ecological Consultancy,ACE8116,No,0
MSc Ecological Consultancy,BIO8006,No,0
MSc Ecological Consultancy,BIO8063,No,0
MSc Ecological Consultancy,BIO8066,Yes,0
MSc Ecological Consultancy,BIO8069,Yes,4
MSc Ecological Consultancy,BIO8072,No,0
MSc Ecological Consultancy,CEG8607,Yes,0
MSc Ecological Consultancy,NES8001,Yes,0
MSc Ecological Consultancy,NES8003,Yes,0
MSc Ecological Consultancy,NES8010,Yes,0
MSc Ecological Consultancy,SPG8013,Yes,0
MSc Environm'l Consultancy (CIVIL) (PT),BIO8069,No,4
MSc Environm'l Consultancy (CIVIL) (PT),CEG8604,No,0
MSc Environm'l Consultancy (CIVIL) (PT),CEG8605,No,0
MSc Environm'l Consultancy (CIVIL) (PT),CEG8606,No,0
MSc Environm'l Consultancy (CIVIL) (PT),CEG8607,No,0
MSc Environm'l Consultancy (CIVIL) (PT),CEG8608,No,0
MSc Environm'l Consultancy (CIVIL) (PT),CEG8640,No,0
MSc Environm'l Consultancy (CIVIL) (PT),CEG8641,No,0
MSc Environm'l Consultancy (CIVIL) (PT),CEG8642,No,0
MSc Environm'l Consultancy (CIVIL) (PT),NES8001,No,0
MSc Environm'l Consultancy (CIVIL) (PT),NES8002,No,0
MSc Environm'l Consultancy (CIVIL) (PT),NES8006,No,0
MSc Environm'l Consultancy (CIVIL) (PT),NES8007,No,0
MSc Environm'l Consultancy (CIVIL) (PT),BIO8069,No,4
MSc Environm'l Consultancy (CIVIL) (PT),CEG8604,No,0
MSc Environm'l Consultancy (CIVIL) (PT),CEG8605,No,0
MSc Environm'l Consultancy (CIVIL) (PT),CEG8606,No,0
MSc Environm'l Consultancy (CIVIL) (PT),CEG8607,No,0
MSc Environm'l Consultancy (CIVIL) (PT),CEG8608,No,0
MSc Environm'l Consultancy (CIVIL) (PT),CEG8640,No,0
MSc Environm'l Consultancy (CIVIL) (PT),CEG8641,No,0
MSc Environm'l Consultancy (CIVIL) (PT),CEG8642,No,0
MSc Environm'l Consultancy (CIVIL) (PT),NES8001,No,0
MSc Environm'l Consultancy (CIVIL) (PT),NES8002,No,0
MSc Environm'l Consultancy (CIVIL) (PT),NES8006,No,0
MSc Environm'l Consultancy (CIVIL) (PT),NES8007,No,0
MSc Envirot'l Consultancy (CIVIL) (FT),BIO8069,Yes,4
MSc Envirot'l Consultancy (CIVIL) (FT),CEG8604,Yes,0
MSc Envirot'l Consultancy (CIVIL) (FT),CEG8605,Yes,0
MSc Envirot'l Consultancy (CIVIL) (FT),CEG8606,Yes,0
MSc Envirot'l Consultancy (CIVIL) (FT),CEG8607,Yes,0
MSc Envirot'l Consultancy (CIVIL) (FT),CEG8608,Yes,0
MSc Envirot'l Consultancy (CIVIL) (FT),CEG8640,Yes,0
MSc Envirot'l Consultancy (CIVIL) (FT),CEG8641,Yes,0
MSc Envirot'l Consultancy (CIVIL) (FT),CEG8642,Yes,0
MSc Envirot'l Consultancy (CIVIL) (FT),NES8001,No,0
MSc Envirot'l Consultancy (CIVIL) (FT),NES8002,No,0
MSc Envirot'l Consultancy (CIVIL) (FT),NES8006,Yes,0
MSc Envirot'l Consultancy (CIVIL) (FT),NES8007,Yes,0
MSc Food  Rural Devel Research (FT),HSC8055,No,0
MSc Food  Rural Devel Research (FT),HSS8001,Yes,0
MSc Food  Rural Devel Research (FT),HSS8002,Yes,0
MSc Food  Rural Devel Research (FT),HSS8003,Yes,0
MSc Food  Rural Devel Research (FT),HSS8004,Yes,0
MSc Food  Rural Devel Research (FT),HSS8005,Yes,0
MSc Food  Rural Devel Research (FT),HSS8007,No,0
MSc Food  Rural Devel Research (PT),HSC8055,No,0
MSc Food  Rural Devel Research (PT),HSS8001,No,0
MSc Food  Rural Devel Research (PT),HSS8002,No,0
MSc Food  Rural Devel Research (PT),HSS8003,No,0
MSc Food  Rural Devel Research (PT),HSS8004,No,0
MSc Food  Rural Devel Research (PT),HSS8005,No,0
MSc Food  Rural Devel Research (PT),HSS8007,No,0
MSc Food  Rural Devel Research (PT),HSC8055,No,0
MSc Food  Rural Devel Research (PT),HSS8001,No,0
MSc Food  Rural Devel Research (PT),HSS8002,No,0
MSc Food  Rural Devel Research (PT),HSS8003,No,0
MSc Food  Rural Devel Research (PT),HSS8004,No,0
MSc Food  Rural Devel Research (PT),HSS8005,No,0
MSc Food  Rural Devel Research (PT),HSS8007,No,0
MSc Global Wildlife Science & Policy,BIO8054,Yes,0
MSc Global Wildlife Science & Policy,BIO8062,Yes,0
MSc Global Wildlife Science & Policy,BIO8063,Yes,0
MSc Global Wildlife Science & Policy,BIO8064,Yes,0
MSc Global Wildlife Science & Policy,BIO8069,Yes,4
MSc Global Wildlife Science & Policy,BIO8072,Yes,0
MSc Global Wildlife Science & Policy,BIO8073,Yes,0
MSc Global Wildlife Science & Policy,NES8002,Yes,0
MSc Global Wildlife Science & Policy,NES8010,Yes,0
MSc IMEC (FT),BIO8066,Yes,0
MSc IMEC (FT),BIO8069,Yes,4
MSc IMEC (FT),BIO8072,Yes,0
MSc IMEC (FT),MST8011,Yes,0
MSc IMEC (FT),MST8028,Yes,0
MSc IMEC (FT),NES8001,Yes,0
MSc IMEC (FT),NES8010,Yes,0
MSc IMEC (FT),SPG8013,Yes,0
MSc IMEC (PT),BIO8066,No,0
MSc IMEC (PT),BIO8069,No,4
MSc IMEC (PT),BIO8072,No,0
MSc IMEC (PT),MST8011,No,0
MSc IMEC (PT),MST8028,No,0
MSc IMEC (PT),NES8001,No,0
MSc IMEC (PT),NES8010,No,0
MSc IMEC (PT),SPG8013,No,0
MSc IMEC (PT),BIO8066,No,0
MSc IMEC (PT),BIO8069,No,4
MSc IMEC (PT),BIO8072,No,0
MSc IMEC (PT),MST8011,No,0
MSc IMEC (PT),MST8028,No,0
MSc IMEC (PT),NES8001,No,0
MSc IMEC (PT),NES8010,No,0
MSc IMEC (PT),SPG8013,No,0
MSc in Computational Ecology,BIO8046,Yes,0
MSc in Computational Ecology,BIO8054,Yes,0
MSc in Computational Ecology,BIO8063,Yes,0
MSc in Computational Ecology,BIO8068,Yes,0
MSc in Computational Ecology,BIO8069,Yes,4
MSc in Computational Ecology,BIO8072,Yes,0
MSc in Computational Ecology,NES8002,Yes,0
MSc in Computational Ecology,NES8010,Yes,0
MSc in Ecology and Biodiversity,BIO8062,No,0
MSc in Ecology and Biodiversity,BIO8063,No,0
MSc in Ecology and Biodiversity,BIO8068,No,0
MSc in Ecology and Biodiversity,BIO8069,No,4
MSc in Ecology and Biodiversity,BIO8072,No,0
MSc in Ecology and Biodiversity,BIO8073,No,0
MSc in Ecology and Biodiversity,BIO8075,No,0
MSc in Ecology and Biodiversity,NES8002,No,0
MSc in Ecology and Biodiversity,NES8010,No,0
MSc in Ecology and Wildlife Conservation,ACE8016,Yes,0
MSc in Ecology and Wildlife Conservation,BIO8064,Yes,0
MSc in Ecology and Wildlife Conservation,BIO8066,Yes,0
MSc in Ecology and Wildlife Conservation,BIO8069,Yes,4
MSc in Ecology and Wildlife Conservation,BIO8072,Yes,0
MSc in Ecology and Wildlife Conservation,NES8002,Yes,0
MSc in Ecology and Wildlife Conservation,NES8010,Yes,0
MSc in Ecology and Wildlife Conservation,SPG8013,Yes,0
MSc Industrial & Commercial Biotech (FT),BIO8005,Yes,0
MSc Industrial & Commercial Biotech (FT),BIO8041,Yes,0
MSc Industrial & Commercial Biotech (FT),BIO8043,Yes,0
MSc Industrial & Commercial Biotech (FT),BIO8044,Yes,0
MSc Industrial & Commercial Biotech (FT),BIO8046,Yes,0
MSc Industrial & Commercial Biotech (FT),CME8020,Yes,0
MSc Industrial & Commercial Biotech (FT),NES8002,Yes,0
MSc Industrial & Commercial Biotech (FT),NES8006,Yes,0
MSc Industrial & Commercial Biotech (FT),NES8007,Yes,0
MSc Industrial & Commercial Biotech (FT),SPG8500,Yes,0
MSc Sustain Agric and Food Sec (PT) 2YR,NES8002,No,0
MSc Sustain Agric and Food Sec (PT) 2YR,NES8006,No,0
MSc Sustain Agric and Food Sec (PT) 2YR,NES8007,No,0
MSc Sustain Agric and Food Sec (PT) 2YR,NES8002,No,0
MSc Sustain Agric and Food Sec (PT) 2YR,NES8006,No,0
MSc Sustain Agric and Food Sec (PT) 2YR,NES8007,No,0
MSc Sustainable Agric and Food Sec (FT),NES8002,Yes,0
MSc Sustainable Agric and Food Sec (FT),NES8006,Yes,0
MSc Sustainable Agric and Food Sec (FT),NES8007,Yes,0
MSc Wildlife Management,BIO8054,Yes,0
MSc Wildlife Management,BIO8062,Yes,0
MSc Wildlife Management,BIO8063,Yes,0
MSc Wildlife Management,BIO8064,Yes,0
MSc Wildlife Management,BIO8066,Yes,0
MSc Wildlife Management,BIO8067,Yes,0
MSc Wildlife Management,BIO8069,Yes,4
MSc Wildlife Management,BIO8072,Yes,0
MSc Wildlife Management,NES8002,Yes,0
MSc Wildlife Management,NES8010,Yes,0
MSc Wildlife Management (CATS),BIO8054,No,0
MSc Wildlife Management (CATS),BIO8062,No,0
MSc Wildlife Management (CATS),BIO8063,No,0
MSc Wildlife Management (CATS),BIO8064,No,0
MSc Wildlife Management (CATS),BIO8066,No,0
MSc Wildlife Management (CATS),BIO8067,No,0
MSc Wildlife Management (CATS),BIO8069,No,4
MSc Wildlife Management (CATS),BIO8072,No,0
MSc Wildlife Management (CATS),NES8002,No,0
MSc Wildlife Management (CATS),NES8010,No,0
MSc Wildlife Management (CATS),BIO8054,No,0
MSc Wildlife Management (CATS),BIO8062,No,0
MSc Wildlife Management (CATS),BIO8063,No,0
MSc Wildlife Management (CATS),BIO8064,No,0
MSc Wildlife Management (CATS),BIO8066,No,0
MSc Wildlife Management (CATS),BIO8067,No,0
MSc Wildlife Management (CATS),BIO8069,No,4
MSc Wildlife Management (CATS),BIO8072,No,0
MSc Wildlife Management (CATS),NES8002,No,0
MSc Wildlife Management (CATS),NES8010,No,0
MSc Wildlife Management (CATS),BIO8054,No,0
MSc Wildlife Management (CATS),BIO8062,No,0
MSc Wildlife Management (CATS),BIO8063,No,0
MSc Wildlife Management (CATS),BIO8064,No,0
MSc Wildlife Management (CATS),BIO8066,No,0
MSc Wildlife Management (CATS),BIO8067,No,0
MSc Wildlife Management (CATS),BIO8069,No,4
MSc Wildlife Management (CATS),BIO8072,No,0
MSc Wildlife Management (CATS),NES8002,No,0
MSc Wildlife Management (CATS),NES8010,No,0
MSc Wildlife Management (CATS),BIO8054,No,0
MSc Wildlife Management (CATS),BIO8062,No,0
MSc Wildlife Management (CATS),BIO8063,No,0
MSc Wildlife Management (CATS),BIO8064,No,0
MSc Wildlife Management (CATS),BIO8066,No,0
MSc Wildlife Management (CATS),BIO8067,No,0
MSc Wildlife Management (CATS),BIO8069,No,4
MSc Wildlife Management (CATS),BIO8072,No,0
MSc Wildlife Management (CATS),NES8002,No,0
MSc Wildlife Management (CATS),NES8010,No,0
MSc Wildlife Management (CATS),BIO8054,No,0
MSc Wildlife Management (CATS),BIO8062,No,0
MSc Wildlife Management (CATS),BIO8063,No,0
MSc Wildlife Management (CATS),BIO8064,No,0
MSc Wildlife Management (CATS),BIO8066,No,0
MSc Wildlife Management (CATS),BIO8067,No,0
MSc Wildlife Management (CATS),BIO8069,No,4
MSc Wildlife Management (CATS),BIO8072,No,0
MSc Wildlife Management (CATS),NES8002,No,0
MSc Wildlife Management (CATS),NES8010,No,0
MSc Wildlife Management (PT) (2 Years),BIO8054,No,0
MSc Wildlife Management (PT) (2 Years),BIO8062,No,0
MSc Wildlife Management (PT) (2 Years),BIO8063,No,0
MSc Wildlife Management (PT) (2 Years),BIO8064,No,0
MSc Wildlife Management (PT) (2 Years),BIO8066,No,0
MSc Wildlife Management (PT) (2 Years),BIO8067,No,0
MSc Wildlife Management (PT) (2 Years),BIO8069,No,4
MSc Wildlife Management (PT) (2 Years),BIO8072,No,0
MSc Wildlife Management (PT) (2 Years),NES8002,No,0
MSc Wildlife Management (PT) (2 Years),NES8010,No,0
MSc Wildlife Management (PT) (2 Years),BIO8054,No,0
MSc Wildlife Management (PT) (2 Years),BIO8062,No,0
MSc Wildlife Management (PT) (2 Years),BIO8063,No,0
MSc Wildlife Management (PT) (2 Years),BIO8064,No,0
MSc Wildlife Management (PT) (2 Years),BIO8066,No,0
MSc Wildlife Management (PT) (2 Years),BIO8067,No,0
MSc Wildlife Management (PT) (2 Years),BIO8069,No,4
MSc Wildlife Management (PT) (2 Years),BIO8072,No,0
MSc Wildlife Management (PT) (2 Years),NES8002,No,0
MSc Wildlife Management (PT) (2 Years),NES8010,No,0
PG Diploma IMEC (FT),BIO8066,Yes,0
PG Diploma IMEC (FT),BIO8069,Yes,4
PG Diploma IMEC (FT),BIO8072,Yes,0
PG Diploma IMEC (FT),MST8011,Yes,0
PG Diploma IMEC (FT),MST8029,Yes,0
PG Diploma IMEC (FT),NES8010,Yes,0
PG Diploma IMEC (FT),SPG8013,Yes,0
Pg Diploma IMEC (PT),BIO8066,No,0
Pg Diploma IMEC (PT),BIO8069,No,4
Pg Diploma IMEC (PT),BIO8072,No,0
Pg Diploma IMEC (PT),MST8011,No,0
Pg Diploma IMEC (PT),MST8029,No,0
Pg Diploma IMEC (PT),NES8010,No,0
Pg Diploma IMEC (PT),SPG8013,No,0
Pg Diploma IMEC (PT),BIO8066,No,0
Pg Diploma IMEC (PT),BIO8069,No,4
Pg Diploma IMEC (PT),BIO8072,No,0
Pg Diploma IMEC (PT),MST8011,No,0
Pg Diploma IMEC (PT),MST8029,No,0
Pg Diploma IMEC (PT),NES8010,No,0
Pg Diploma IMEC (PT),SPG8013,No,0
